C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_02_939.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_02_939.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_02_939.jpg, 0, 0, 0, 1.908198
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_03_299.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_03_299.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_03_299.jpg, 0, 0, 0, 1.843874
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_03_468.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_03_468.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_03_468.jpg, 0, 0, 0, 1.810702
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_03_641.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_03_641.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_03_641.jpg, 0, 0, 0, 1.781718
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_03_849.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_03_849.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_03_849.jpg, 0, 0.4597467, 0, 2.616538
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_04_011.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_04_011.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_04_011.jpg, 0, 1, 0, 5.197474
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_04_260.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_04_260.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_04_260.jpg, 0, 1, 0, 7.948657
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_04_433.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_04_433.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_04_433.jpg, 0, 1, 0, 9.970111
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_04_651.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_04_651.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_04_651.jpg, 0, 0.3546493, 0, 10.74358
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_04_856.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_04_856.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_04_856.jpg, 0, 0, 0, 10.55904
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_05_071.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_05_071.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_05_071.jpg, 0, 0, 0, 10.32732
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_05_320.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_05_320.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_05_320.jpg, 0, 0, 0, 10.08028
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_05_540.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_05_540.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_05_540.jpg, 0, 0, 0, 9.859015
C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\center_2018_10_17_18_27_05_715.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\left_2018_10_17_18_27_05_715.jpg, C:\Users\Johar\Dropbox\Machine Learning Review\Behavioural Cloning\IMG\right_2018_10_17_18_27_05_715.jpg, 0, 0, 0, 9.681637
